institution_name,country
"*Ecology and Evolutionary Biology, University of California Irvine, 321 Steinhaus Hall, Irvine CA 92697-2525, USA;",USA
"*Fisheries, Aquaculture and Coasts Centre, Institute for Marine and Antarctic Studies",
"*FisheriesFacultyofFiratUniversity,Elazig,Turkey. DepartmentofBiology,FacultyofScienceandArt,CanakkaleOnsekizMart",Turkey
"*Fishing & Fisheries Research Centre, School of Earth & Environmental Sciences, James",
"*Florida Museum of Natural History, University of Florida, Museum Road & Newell,",
"*Go¨teborg University, Department of Zoology, Animal Ecology, Box 463, SE-405 30",
"*Graduate School of Oceanography, University of Rhode Island, 215 South Ferry Rd,",
"*GraduateSchoolofOceanography,University of Rhode IslandBayCampus,",
"*Great Lakes Institute for Environmental Research, University of Windsor, 401 Sunset",
"*Great Lakes Institute for Environmental Research, University of Windsor, Windsor, ON, N9B",
"*Grice Marine Laboratory, College of Charleston, SC, 205 Fort Johnson, Charleston,",
"*Hawaii Institute of Marine Biology, University of Hawaii at Manoa, PO Box 1346, Kaneohe, HI 96744, USA, †Pritzker Laboratory",USA
"*ICAR-Central Institute of Fisheries Education (Deemed University), Panch Marg, Off Yari Road",
"*InstitutNational desSciences etTechnologies dela Mer,Centrede Sfax, B.P.1035,",
"*Institute for Sea Fisheries, Federal Research Centre for Fisheries, Palmaille 9, D-22767",
"*Institute of Marine Research, P. O. Box 1870 Nordnes, 5817 Bergen, Norway, ‡Natural",Norway
"*Institute of Statistics, Texas A & M University,",
"*Institutefor Ocean Conservation Science& SchoolofMarine and Atmospheric Science, Stony Brook University, Stony Brook,",
"*InstituteofZoology,DepartmentofEcology,UniversityofZurich,Winterthurerstrasse190,8057Zurich,Switzerland.",Switzerland
"*Laboratoire d’Excellence «CORAIL» USR3278CNRS– EPHE,CRIOBE, Papetoai, Moorea,French Polynesia,†Departmentof",
"*Laboratory of Aquaculture, Graduate School of Biosphere Science, air-driedinanovenat42Covernight,andthentheyweredeparaffinized",
*Lebanese National Council for Scientific Research – National Centre for Marine Sciences,
"*Leonard and Jayne Abess Center for Ecosystem Science and Policy, University of Miami,",
"*MARE—Marine and Environmental SciencesCentre,Departmentof Oceanographyand Fisheries,Universityofthe Azores,",
"*Manta Ray & Whale Shark Research Centre, Marine Megafauna Association, Tofo Beach,",
"*Marine Biodiversity, Ecology & Evolution, School of Biology and Environmental Science,",
"*Marine Biological Association of the United Kingdom, The Laboratory, Citadel Hill,",United Kingdom
"*Marine Biological Associationofthe UnitedKingdom,The Laboratory,CitadelHill,",
"*Marine Genomics Laboratory, Harte Research Institute, Department of Life Sciences, Texas",
"*Marine Megafauna Foundation, Praia do Tofo, Mozambique, †Centre for Spatial",Mozambique
"*Marine Parasitology Laboratory, DX 650 418, School of Earth and Environmental Sciences; †Australian Centre for",Australia
"*Marine Scotland – Science, Marine Laboratory, Aberdeen AB119DB, U.K., ‡National",
"*MarineBiologyResearchInstitute,DepartmentofZoology,UniversityofCapeTown,Rondebosch,7701,SouthAfrica.",
"*MarineFishScienceUnit,WashingtonDepartmentofFishandWildlife,Olympia,WA,UnitedStates",
"*MolecularEcology Laboratory,Department ofBiological Sciences, Macquarie",
"*NOAA Fisheries Service, Southeast Fisheries Science Center, 3500 Delwood Beach Drive,",
"*NOAAFisheries AukeBayLaboratory,Juneau, Alaska99801, U.S.A.and",UK
"*National Instituteof Water& Atmospheric ResearchLtd,PrivateBag14901,",
"*National Oceanography Centre, University of Southampton, Waterfront Campus, European",
"*Ocean Associates, Inc., Southwest Fisheries Science Center, National Marine Fisheries",
"*PacificSharkResearchCenter,MossLandingMarineLaboratories,MossLanding,CA,UnitedStates",
"*Present Address: Department of Biology, Faculty of Education, University of Ain Shams, Cairo, Egypt.",Egypt
"*Present address: DAFS Marine Laboratory, Victoria other species of Acanthobothrium may also be",
"*Present address: DAFS, Marine Laboratory, Victoria intestine a blind-ending pocket is formed and, as",
"*Present address: Fisheries Division, Department of Primary Production, P.O. Box 4160, Darwin,",
"*Presentaddress: DepartmentofBiological Oceanography,CICESE, P.O.Box434844,SanDiego,CA92143,USA.",USA
"*Presentaddress: DepartmentofBiological Sciences, FloridaInternationalUniversity, Miami, FL33199,",
"*Presentaddress: Great LakesInstitute ofEnvironmentalResearch,UniversityofWindsor,Windsor,ON N9B 3P4,Canada.",Canada
"*Presentaddress:CooperativeInstituteforMarineandAtmosphericSciences,UniversityofMiami,FL33149,USA.",USA
"*Presentaddress:DepartmentofNaturalResourceSciences,McGillUniversity, & Norman, ), in Bahia de Los Angeles, Gulf of Baja",
"*Presentaddress:SchoolofBiosciences,HatherlyLaboratories,UniversityofExeter,Exeter,EX44PS,UK.",UK
"*Program for Fisheries and Aquatic Sciences, School of Forest Resources and Conservation,",
"*Red Sea Research Center, King Abdullah University of Science and Technology, Thuwal",
"*Redpath Museum and Department of Biology, McGill University, 859 Sherbrooke St. West, Montréal, Québec, Canada H3A 2K6,",Canada
"*RedpathMuseumandDepartmentofBiology,McGillUniversity,Montre´al,QC,Canada",Canada
"*Regulatory Peptide Center, Department of Biomedical Sciences, Creighton University School of Medicine, Omaha,",
"*Research Center for Capture Fisheries, Department of Marine Affairs and Fisheries, Jl.",
"*School for Environmental Research, Institute of Advanced Studies, Charles Darwin University, Darwin, Northern",
"*School of Biological Sciences, Flinders University, Bedford Park, Adelaide, SA 5043,",
"*School of Biological Sciences, The University of Western Australia, Perth, Australia, †Oceans Institute, The",Australia
"*School of Biological Sciences, University of East Anglia, Norwich, NR4 7TJ, United Kingdom",United Kingdom
"*School of Biological Sciences, University of Queensland, St Lucia, Brisbane 4072, Australia,",Australia
"*School of Biological Sciences, Victoria University of Wellington, P. O. Box 600, Wellington,",
"*School of Biological Sciences, Victoria University of Wellington, P.O. Box 600, Wellington",
"*School of Biological Sciences. University of East Anglia, Norwich NR4 7TJ, U.K.",
"*School of Biological and Biomedical Sciences, Durham University, South Road, Durham,",
"*School of Biomedical Sciences, The University of Queensland, St Lucia, Qld 4072,",
"*School of Biomedical Sciences, The University of Queensland, St Lucia, Qld 4072, Australia",Australia
"*School of Biomedical Sciences, University of Queensland, Brisbane 4072, Queensland,",
"*School of Ecology and Environment, Deakin University, PO Box 423, Warrnambool, VIC",
"*School of Fisheries and Ocean Sciences, Juneau Center, University of Alaska Fairbanks,",
"*School of Integrative Biology, University of Queensland, Qld 4072, Australia, †Molecular Fisheries Laboratory, Queensland",Australia
"*School of Life Sciences, University of Sussex, Brighton, BN1 9QG, U.K., ‡Department of",
"*School of Life and Environmental Sciences, Deakin University, Warrnambool, Vic 3280,",
"*School of Marine Science and Engineering, University of Plymouth, Drake Circus, Plymouth",
"*School of Marine and Atmospheric Science, Stony Brook University, Stony Brook, NY,",
"*School ofBiomedical Sciences, Departmentof Anatomy andDevelopmental Biology,",
"*SchoolofIntegrativeBiology,The University of Queensland,Brisbane, QLD4072,",
"*Sensory Biology and Behavior Program, Mote Marine Laboratory, 1600 Ken Thompson Parkway, Sarasota, FL 34236,",
"*Shark Research and Conservation Program, The Cape Eleuthera Institute, EL-26029, Rock",
"*South Carolina Department of Natural Resources, 217 Ft. Johnson Road, Charleston, SC",
"*State Veterinary Institute, Doin{ 2, 371 39 Ceské Bud&jovice, Czech Republic;",Czech Republic
"*The School for Field Studies, Center for Marine Resource Studies, South Caicos, Turks",
"*The University of Queensland, St Lucia, Brisbane, Queensland 4072, Australia, †Molecular",Australia
"*URA 11 du CNRS, Centre des Sciences de la Terre, Lyon I,2 743 boulevard du 11 novernbre. 69622 Villeurbanne, Fraice",
"*University of Hamburg, Centre of Natural History, Martin-Luther-King-Platz 3, 20146",
"*University of New Hampshire, Department of Molecular, Cellular, and Biomedical Sciences,",
"*University of South Florida, Department of Integrative Biology, 4202 East Fowler Avenue,",
"*University of SouthFlorida,Department ofBiology, 4202EastFowlerAvenue,",
"*UniversityofWashington,SchoolofAquaticandFisherySciences,Seattle,WA,UnitedStates",
"*Virginia Institute of Marine Science, School of Marine Science, College of William and",
"*Western Australia Fisheries and Marine Research Laboratories, Department of Fisheries",Australia
"*Zoology Department, The University of Melbourne, Parkville 3010, Victoria, Australia,",Australia
"*Zoology Department, University of the Western Cape, Private Bag X17, Bellville 7535,",
"+South Carolina Department of Natural Resources, 217 Ft. Johnson Road, Charleston, South",
0006–8977/08/0714–0287$24.50/0 UCSD-Center for Scientific Computation in Imaging,
"0006–8977/12/0802–0080$38.00/0 The Neuroecology Group, School of Animal Biology and the UWA Oceans Institute",
0006–8977/12/0802–0097$38.00/0 The University of Western Australia,Australia
"0006–8977/15/0854–0217$39.50/0 School of Animal Biology, University of Western Australia (M317)",Australia
"01307Dresden,Germany.3CSIROAustralianNationalFishCollection,NationalResearchCollectionsAustralia,Hobart,TAS,Australia.4Schoolof",Germany
"02138;kDepartmentofZoology,UniversityofCambridge,CB23EJCambridge,UnitedKingdom;lNationalInstituteofBiologicalResources,37242Incheon,",
"08028 Barcelona, Spain. 6School for the Environment, University of Massachusetts Boston, Boston, MA 02125,",Spain
0931787; Contract grant sponsors: The University of South Florida,
"0HT, UK; 2 University of Padova, Biology Department, Via U. Bassi, 58/B 35121 Padova, Italy;",UK
"1 ARC Centre of Excellence for Coral Reef Studies, James 5 Department of Biology, New York University-Abu Dhabi,",
"1 ARC Centre of Excellence for Coral Reef Studies, James Cook University,",
"1 Akdeniz University, Faculty of Fisheries, 07058, Antalya, Turkey.",Turkey
"1 Akvaplan-niva,FramHighNorthResearchCentrefor the milk shark Rhizoprionodon acutus.",
1 Also Department of Population and Environmenf~l,
"1 AquacultureandSea-Ranching,FacultyofAgriculturaland",
"1 Aquatic Resources Management, Faculty of Marine Science",
"1 AquaticHealthProgram,SchoolofVeterinaryMedicine,DepartmentofAnatomy,Physiology,andCell",
"1 Auburn University, School of Fisheries, Aquaculture & Aquatic Sciences and Aquatic Parasitology Laboratory, Auburn, AL, USA;",USA
"1 Australian Institute of Marine Science, PMB No 3, ates communities that must not only coexist, but survive and",Australia
"1 AustralianInstituteofMarineScience,Townsville,Queensland,Australia,2 CentreforSustainable",Australia
1 AustralianResearchCouncilCentreofExcellenceforCoral,Australia
1 AustralianResearchCouncilCentreofExcellenceforCoral populationsanddescribingtheirusewillcontributetomore,Australia
"1 AustralianRiversInstituteandSchoolofEnvironment,GriffithUniversity,GoldCoast,4222Queensland,Australia",Australia
"1 Biochemistry and Nutrition Division, ICAR-Central Institute et al. 2017). During the systemic conditions of OA (Adams",
"1 BiodiversidadyConservación,IU-ECOAQUA,UniversityofLasPalmasdeGranCanaria,Edf.Ciencias",
"1 Biodiversity Research Center, Academia Sinica, Taipei, Taiwan",Taiwan
"1 Biology Department & Biological Field Station, State University of New York, College at Oneonta, Oneonta, New York, USA;",USA
"1 Biophysical Oceanography Group, School of Geography, Planning and Environmental Management,",
"1 Bonn Institute of Organismic Biology, Section Paleontology, fossilization, and is considered to extend back into the Pal-",
"1 BostonUniversityMarineProgram,BostonUniversity,Boston,MA02215,USA;glhicks@bu.edu",USA
"1 Bren School of Environmental Science and Management,",
"1 CAB International Institute of Parasitology, St Albans, Hens, AL40XU, England",
"1 CCMAR—Center of Marine Sciences, University",
"1 CIIMAR/CIMAR,InterdisciplinaryCentreofMarineandEnvironmentalResearch,UniversityofPorto,",
"1 CSIR-National Institute of Oceanography, Dona Paula,",
"1 CSIRO Oceans and Atmosphere, Hobart, TAS 7001, 5 Department of Primary Industries and Regional Development",
"1 Center for Biological Data Science, Virginia Commonwealth University,",
"1 CenterforEnvironmentandMarineStudies,ResearchInstitute,",
"1 CenterofNaturalHistory,UniversityofHamburg,",
"1 Central Clinical School, Faculty of Medicine and Health, The University",
1 Central Wharf Mote Marine Laboratory,
"1 Centre for Ecological Genomics and Wildlife Conservation, tion of acoustic and satellite tracking as well as conventional",
"1 Centre for Ecology and Conservation, University of Exeter, 6 Hatherly Laboratories, College of Life and Environmental",
"1 Centre for Environment, Fisheries & Aquaculture Science (Cefas), Pakefield Road, Lowestoft NR33",
"1 Centre for Marine Science and Innovation, School the sources and basal processes supporting food webs and",
"1 Centre for Marine, Fisheries and Aquaculture Sciences, 2014), raising concerns about their conservation status (Baje",
"1 Centre for Research into Ecological and Environmental are also prevalent across trophic levels, from the diel verti-",
"1 Centre for Sustainable Aquatic Ecosystems, Harry Butler",
"1 Centre for Sustainable Aquatic Ecosystems, Harry Butler 5 Charlotte Harbor Field Laboratory, Fish and Wildlife",
"1 Centre for Sustainable Aquatic Ecosystems, Harry Butler 5 South African Institute for Aquatic Biodiversity (SAIAB),",South Africa
"1 Centre for Sustainable Aquatic Ecosystems, Harry Butler access to individuals over extended time periods, which can",
"1 Centre for Sustainable Aquatic Ecosystems, Harry Butler especially important for threatened species, where knowl-",
"1 Centre for Sustainable Tropical Fisheries and Aquaculture, Keywords DArTSeq SNPs · Management units ·",
"1 CentreOceanogràficdeBalears(IEO-CSIC),MolldePonents/n,07015Palma,Spain;",Spain
"1 CentreOceanogràficdelesBalears(COB-IEO),CSIC,MolldePonents/n,07015Palma,Spain",Spain
"1 CentreforEvolutionaryBiology,SchoolofBiologicalSciences, One such threatened elasmobranch is the reef manta ray",
1 CentreforSustainableTropicalFisheriesandAquaculture&CollegeofMarineandEnvironmental,
"1 CentreforSustainableTropicalFisheriesandAquaculture&CollegeofScienceandEngineering,James",
"1 CentreforSustainableTropicalFisheriesandAquaculture,",
"1 CharlesDarwinResearchStation,PuertoAyora,IslasGala´pagos,Ecuador,2 InstituteofNaturaland",Ecuador
"1 Coastal Carolina University, Conway, South Carolina, USA",USA
"1 Coastlines and Oceans Division, Institute of Environment,",
"1 College of Science and Engineering, James Cook University, Townsville, QLD",
"1 CollegeofLifeSciences&Medicine,SchoolofBiological UPMC,BiologiedesOrganismesetEcosystemesAquatiques,",
"1 CollegeofMarineSciences,ShanghaiOceanUniversity,Shanghai201306,China",China
